0	0
0.21875	0
-0.21875	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-0.78125	0
0.78125	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	0.180555556
0	-0.180555556
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-0.78125	0
0.78125	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	0.847222222
0	-0.847222222
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	0.847222222
0	-0.847222222
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-0.78125	0
0.78125	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	0.180555556
0	-0.180555556
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-0.78125	0
0.78125	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	0.847222222
0	-0.847222222
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-0.78125	0
0.78125	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.21875	0
-0.21875	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-0.03125	0
0.03125	0
0	0
0	-0.152777778
0	0.152777778
0	0
0	0
0	0
0	0
0	0
0	0
