0	0
0.202380952	0
-0.202380952	0
0	0
0	0.158730159
0	-0.158730159
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-0.797619048	0
0.797619048	0
0	0
0	-0.174603175
0	0.174603175
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.202380952	0
-0.202380952	0
0	0
0	-0.174603175
0	0.174603175
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.202380952	0
-0.202380952	0
0	0
0	0.825396825
0	-0.825396825
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.202380952	0
-0.202380952	0
0	0
0	-0.174603175
0	0.174603175
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.202380952	0
-0.202380952	0
0	0
0	-0.174603175
0	0.174603175
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.202380952	0
-0.202380952	0
0	0
0	0.825396825
0	-0.825396825
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.202380952	0
-0.202380952	0
0	0
0	-0.174603175
0	0.174603175
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.202380952	0
-0.202380952	0
0	0
0	-0.174603175
0	0.174603175
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-0.797619048	0
0.797619048	0
0	0
0	-0.174603175
0	0.174603175
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.202380952	0
-0.202380952	0
0	0
0	-0.174603175
0	0.174603175
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.202380952	0
-0.202380952	0
0	0
0	0.158730159
0	-0.158730159
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-0.797619048	0
0.797619048	0
0	0
0	-0.174603175
0	0.174603175
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.202380952	0
-0.202380952	0
0	0
0	-0.174603175
0	0.174603175
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.202380952	0
-0.202380952	0
0	0
0	0.825396825
0	-0.825396825
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.202380952	0
-0.202380952	0
0	0
0	-0.174603175
0	0.174603175
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.202380952	0
-0.202380952	0
0	0
0	-0.174603175
0	0.174603175
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-0.797619048	0
0.797619048	0
0	0
0	-0.174603175
0	0.174603175
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.202380952	0
-0.202380952	0
0	0
0	-0.174603175
0	0.174603175
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.202380952	0
-0.202380952	0
0	0
0	-0.174603175
0	0.174603175
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-0.047619048	0
0.047619048	0
0	0
0	-0.174603175
0	0.174603175
0	0
0	0
0	0
0	0
0	0
0	0
